DateTime,Return1,Return5,SmaNorm,RSI14,DeltaRSI,ATR14,StdDev20,ZClose,VolZ,BodyToRange,IntraBarPos,UpperWick,LowerWick,Close
20250613 023000,-0.000498,0.001032,-0.000949,44.067666,-1.724838,40.742820,24.413354,0.838680,-0.564941,0.419048,0.276190,8.000000,7.250000,21575.250000
20250613 024500,0.000255,0.001229,-0.001191,45.204861,1.137195,40.207619,24.661746,1.042607,-0.712584,0.120301,0.473684,17.500000,11.750000,21580.750000
20250613 030000,0.001158,0.002932,-0.002363,50.164736,4.959875,40.442789,23.907713,2.135294,0.425218,0.620690,0.867816,5.750000,10.750000,21605.750000
20250613 031500,0.001388,0.003032,-0.003613,55.383741,5.219005,41.214733,29.403260,2.658294,2.040993,0.560976,0.946341,2.750000,19.750000,21635.750000
20250613 033000,-0.001029,0.001273,-0.002429,51.108710,-4.275032,41.270823,31.648163,1.658864,0.299312,0.526946,0.473054,0.000000,19.750000,21613.500000
20250613 034500,0.001433,0.003205,-0.003514,56.183427,5.074717,41.144336,32.894137,2.312342,0.243024,0.784810,0.974684,1.000000,7.500000,21644.500000
20250613 040000,-0.000358,0.002592,-0.002911,54.656060,-1.527367,39.973312,34.843711,1.807715,0.932223,0.262626,0.383838,8.750000,9.500000,21636.750000
20250613 041500,0.000832,0.002265,-0.003517,57.543013,2.886953,39.653789,38.809905,1.962128,2.000785,0.485915,0.739437,9.250000,9.000000,21654.750000
20250613 043000,-0.001305,-0.000428,-0.002036,51.952431,-5.590582,40.767804,39.523482,1.113895,0.640228,0.488688,0.429864,4.500000,23.750000,21626.500000
20250613 044500,-0.001018,-0.000416,-0.000869,48.038253,-3.914178,39.962961,38.515654,0.487464,-0.266690,0.754237,0.161017,2.500000,4.750000,21604.500000
20250613 050000,-0.000197,-0.002046,-0.000609,47.296912,-0.741342,39.929893,38.523392,0.341676,0.103188,0.094937,0.443038,18.250000,17.500000,21600.250000
20250613 051500,0.000197,-0.001492,-0.000662,48.158488,0.861576,41.095615,37.269341,0.383693,0.525376,0.102222,0.488889,28.750000,21.750000,21604.500000
20250613 053000,0.000995,-0.001329,-0.001436,52.398009,4.239521,41.535214,35.430090,0.876374,0.608816,0.439153,0.619048,18.000000,8.500000,21626.000000
20250613 054500,-0.000671,-0.000694,-0.000602,49.460291,-2.937717,40.621984,33.310516,0.390642,-0.737720,0.513043,0.443478,1.250000,12.750000,21611.500000
20250613 060000,0.000486,0.000810,-0.000906,51.577429,2.117138,40.023985,31.155184,0.628708,-0.022473,0.333333,0.612403,12.500000,9.000000,21622.000000
20250613 061500,-0.000127,0.000879,-0.000626,50.975143,-0.602286,39.629415,29.185067,0.463422,0.137755,0.101449,0.673913,7.750000,23.250000,21619.250000
20250613 063000,0.000162,0.000844,-0.000629,51.747438,0.772296,39.566599,26.870918,0.506123,0.014368,0.122581,0.729032,10.500000,23.500000,21622.750000
20250613 064500,-0.000162,-0.000312,-0.000290,50.884192,-0.863246,37.740414,22.142927,0.282822,-1.221241,0.089286,0.589286,4.500000,8.250000,21619.250000
20250613 070000,0.001548,0.001907,-0.001646,58.090600,7.206408,37.794670,21.471416,1.659765,-0.105156,0.870130,0.870130,5.000000,0.000000,21652.750000
20250613 071500,0.000519,0.001941,-0.001984,60.202372,2.111773,38.952194,22.524081,1.908513,2.881524,0.212963,0.282407,38.750000,3.750000,21664.000000
20250613 073000,-0.000762,0.001306,-0.001057,55.764171,-4.438202,38.134180,20.607113,1.110054,-0.085317,0.572727,0.181818,6.750000,5.000000,21647.500000
20250613 074500,0.001777,0.002921,-0.002587,62.678015,6.913845,38.571024,22.114542,2.537357,-0.180262,0.898305,0.977401,1.000000,3.500000,21686.000000
20250613 080000,-0.000104,0.002979,-0.002304,62.067473,-0.610543,36.923094,24.285190,2.057324,-0.380265,0.096774,0.209677,10.750000,3.250000,21683.750000
20250613 081500,-0.000854,0.000577,-0.001384,57.139053,-4.928420,36.303587,25.236813,1.188244,-0.423310,0.672566,0.079646,7.000000,2.250000,21665.250000
20250613 083000,0.000911,0.000969,-0.002129,60.724516,3.585463,36.514045,26.909603,1.715466,0.569695,0.528662,0.630573,14.500000,4.000000,21685.000000
20250613 084500,-0.000957,0.000773,-0.001127,55.473927,-5.250589,36.602328,27.456113,0.889602,1.811622,0.582781,0.019868,15.000000,0.750000,21664.250000
20250613 090000,-0.000277,-0.001280,-0.000801,54.019433,-1.454494,36.041447,27.734162,0.625582,1.823610,0.243478,0.530435,6.500000,15.250000,21658.250000
20250613 091500,-0.000289,-0.001465,-0.000519,52.475968,-1.543465,35.288487,27.671903,0.406098,1.144695,0.274510,0.705882,0.500000,18.000000,21652.000000
20250613 093000,0.001327,0.000715,-0.001719,58.368612,5.892644,36.714309,28.777693,1.295274,2.914197,0.529412,0.990950,0.500000,25.500000,21680.750000
20250613 094500,0.004062,0.003866,-0.005388,70.471715,12.103103,43.091858,38.371588,3.056949,4.289980,0.708333,0.849206,19.000000,17.750000,21769.000000
20250613 100000,-0.001839,0.002984,-0.003261,61.714023,-8.757692,45.978154,39.966820,1.773033,1.946367,0.479042,0.212575,25.750000,17.750000,21729.000000
20250613 101500,-0.001451,0.001811,-0.001600,55.829959,-5.884064,49.336857,38.850296,0.893494,1.549114,0.403226,0.220430,35.000000,20.500000,21697.500000
20250613 103000,-0.003220,-0.001121,0.001624,45.487886,-10.342073,51.705653,38.769229,-0.906002,1.651985,0.839394,0.130303,2.500000,10.750000,21627.750000
20250613 104500,0.003704,0.001256,-0.001856,55.664007,10.176121,57.119535,38.073826,1.058470,1.375291,0.631373,0.676471,41.250000,5.750000,21708.000000
20250613 110000,0.001600,-0.001207,-0.003174,59.214506,3.550499,59.200283,39.879387,1.730531,1.033226,0.402899,0.684058,27.250000,24.250000,21742.750000
20250613 111500,0.000919,0.001552,-0.003760,61.143185,1.928679,57.275263,42.268212,1.936148,0.239804,0.596899,0.844961,5.000000,8.000000,21762.750000
20250613 113000,0.001618,0.004621,-0.004969,64.343596,3.200410,57.487744,47.182101,2.295892,0.525106,0.580913,0.846473,9.250000,16.000000,21798.000000
20250613 114500,0.000493,0.008334,-0.005026,65.282710,0.939114,55.667191,50.964044,2.150536,0.173007,0.351562,0.781250,7.000000,13.750000,21808.750000
20250613 120000,0.001134,0.005765,-0.005739,67.410873,2.128163,54.315963,57.536992,2.177947,0.532653,0.653061,0.741497,9.500000,3.250000,21833.500000
20250613 121500,0.000515,0.004680,-0.005838,68.360282,0.949410,53.096965,63.746907,2.000489,-0.259478,0.308725,0.758389,9.000000,16.750000,21844.750000
20250613 123000,-0.001111,0.002650,-0.004337,64.030073,-4.330209,52.161468,65.414472,1.446545,-0.212710,0.612500,0.143750,9.750000,5.750000,21820.500000
20250613 124500,-0.000413,0.000619,-0.003638,62.449022,-1.581052,50.685649,67.281192,1.179379,-0.432583,0.285714,0.269841,14.000000,8.500000,21811.500000
20250613 130000,0.000733,0.000859,-0.004039,64.144082,1.695060,50.261674,69.372557,1.270856,-0.492902,0.374302,0.642458,16.000000,12.000000,21827.500000
20250613 131500,-0.001719,-0.001994,-0.002039,57.583289,-6.560792,50.725126,68.025965,0.653059,-0.388980,0.656388,0.211454,7.500000,12.000000,21790.000000
20250613 133000,-0.000838,-0.003347,-0.001003,54.653516,-2.929774,51.726902,66.779548,0.327009,0.053717,0.274131,0.243243,31.250000,15.750000,21771.750000
20250613 134500,-0.000092,-0.002329,-0.000669,54.327298,-0.326218,51.228552,63.909745,0.227860,-0.610298,0.039106,0.446927,23.000000,20.000000,21769.750000
20250613 140000,0.000826,-0.001089,-0.001197,56.825045,2.497747,50.426513,60.213800,0.433248,-0.944082,0.431250,0.693750,12.250000,10.500000,21787.750000
20250613 141500,-0.002424,-0.004247,0.001418,48.460960,-8.364085,51.949619,55.160951,-0.558593,0.071932,0.742160,0.020906,17.000000,1.500000,21735.000000
20250613 143000,-0.002822,-0.005349,0.004232,40.927973,-7.532987,53.078218,55.718953,-1.645984,0.462910,0.881919,0.070111,3.250000,4.750000,21673.750000
20250613 144500,-0.002136,-0.006648,0.006052,36.335030,-4.592943,55.072631,63.289833,-2.068065,1.883992,0.577160,0.320988,8.250000,26.000000,21627.500000
20250613 150000,0.001882,-0.004673,0.004020,42.461750,6.126720,55.371014,66.026008,-1.319177,0.288672,0.683544,0.818565,10.750000,8.000000,21668.250000
20250613 151500,0.000646,-0.004854,0.003336,44.439972,1.978222,55.880227,66.773511,-1.083326,-0.224363,0.228000,0.828000,10.750000,37.500000,21682.250000
20250613 153000,-0.002251,-0.004681,0.005611,39.364728,-5.075244,56.870926,66.237003,-1.832435,-0.103236,0.706093,0.175627,8.250000,12.250000,21633.500000
20250613 154500,-0.000185,-0.002044,0.005615,38.971450,-0.393278,57.148002,71.049393,-1.709374,0.341848,0.061728,0.259259,41.250000,15.750000,21629.500000
20250613 160000,0.001051,0.001144,0.004349,42.490597,3.519147,57.369574,74.237882,-1.268557,3.112950,0.385892,0.863071,8.250000,28.750000,21652.250000
20250613 161500,0.001223,0.000484,0.002928,46.369971,3.879374,55.878890,75.559865,-0.840062,-0.338942,0.726027,0.972603,1.000000,9.000000,21678.750000
20250613 163000,-0.001212,-0.001373,0.003808,43.257186,-3.112785,54.066112,76.833285,-1.073103,-1.788167,0.860656,0.139344,0.000000,4.250000,21652.500000
20250613 164500,0.000369,0.001247,0.003095,44.480404,1.223218,51.864961,76.506384,-0.876234,-1.635123,0.290323,0.344086,15.250000,1.250000,21660.500000
