DateTime,Return1,Return5,SmaNorm,RSI14,DeltaRSI,ATR14,StdDev20,ZClose,VolZ,BodyToRange,IntraBarPos,UpperWick,LowerWick,Close
20250602 201500,-0.000070,-0.001244,0.001566,50.277295,-0.370095,32.056228,20.378359,-1.651261,-0.792163,0.125000,0.458333,7.500000,8.250000,21492.750000
20250602 203000,-0.000640,-0.002093,0.002140,46.894513,-3.382782,31.409355,22.542359,-2.038939,-0.805755,0.543478,0.217391,5.500000,5.000000,21479.000000
20250602 204500,0.000489,-0.002452,0.001615,49.678863,2.784350,30.290829,23.442253,-1.480766,-0.754119,0.682540,0.825397,2.750000,2.250000,21489.500000
20250602 210000,-0.000279,-0.001605,0.001815,48.126077,-1.552786,29.252199,25.047829,-1.557021,-0.632316,0.317460,0.492063,3.000000,7.750000,21483.500000
20250602 211500,0.000326,-0.000174,0.001429,50.086238,1.960161,28.198470,25.982759,-1.181553,-0.537735,0.465517,0.965517,0.500000,7.250000,21490.500000
20250602 213000,0.000221,0.000116,0.001122,51.427499,1.341261,27.470008,26.455210,-0.911919,-0.449114,0.305556,0.611111,7.000000,5.500000,21495.250000
20250602 214500,0.000105,0.000861,0.000986,52.084316,0.656817,26.775722,26.833383,-0.789595,-0.409738,0.126761,0.985915,0.250000,15.250000,21497.500000
20250602 220000,-0.000477,-0.000105,0.001355,48.843974,-3.240342,25.845313,27.435319,-1.061132,-0.496745,0.720000,0.280000,0.000000,3.500000,21487.250000
20250602 221500,-0.000780,-0.000605,0.001931,44.023957,-4.820017,25.588505,27.359825,-1.514995,-0.441541,0.775281,0.112360,2.500000,2.500000,21470.500000
20250602 223000,-0.000676,-0.001607,0.002354,40.315076,-3.708881,25.153612,27.104658,-1.863148,0.048271,0.769231,0.192308,0.750000,3.750000,21456.000000
20250602 224500,0.000513,-0.001315,0.001626,44.158517,3.843440,25.731925,25.595443,-1.364012,1.201827,0.330827,0.759398,8.000000,14.250000,21467.000000
20250602 230000,0.000058,-0.001362,0.001367,44.595138,0.436622,24.697502,23.556634,-1.245933,-0.644071,0.022222,0.755555,2.750000,8.250000,21468.250000
20250602 231500,-0.000419,-0.001304,0.001616,42.046017,-2.549121,23.754823,23.519553,-1.474305,-0.671581,0.688889,0.222222,1.000000,2.500000,21459.250000
20250602 233000,-0.000851,-0.001375,0.002282,37.379991,-4.666027,23.879479,25.309472,-1.933071,-0.009082,0.686274,0.117647,5.000000,3.000000,21441.000000
20250602 234500,0.001072,0.000373,0.001070,45.576984,8.196994,24.173802,24.695556,-0.929823,0.011312,0.839286,0.964286,1.000000,3.500000,21464.000000
20250603 000000,-0.000105,-0.000245,0.001040,44.957003,-0.619981,23.643530,24.091116,-0.926690,-0.765137,0.134328,0.641791,3.750000,10.750000,21461.750000
20250603 001500,-0.000140,-0.000443,0.001028,44.095708,-0.861296,22.579707,22.849627,-0.965552,-1.004005,0.314286,0.457143,2.000000,4.000000,21458.750000
20250603 003000,-0.000466,-0.000489,0.001277,41.258251,-2.837457,21.966870,19.050504,-1.437626,-0.939545,0.696429,0.178571,1.750000,2.500000,21448.750000
20250603 004500,0.000093,0.000455,0.001027,42.061253,0.803002,20.951380,17.210988,-1.279706,-1.373001,0.354839,0.774193,1.750000,3.250000,21450.750000
20250603 010000,0.000140,-0.000478,0.000792,43.313036,1.251783,20.329852,16.945685,-1.003205,-0.877549,0.306122,0.673469,4.000000,4.500000,21453.750000
20250603 011500,0.000419,0.000047,0.000303,47.011707,3.698671,20.145577,16.245192,-0.400118,0.443692,0.577465,0.619718,6.750000,0.750000,21462.750000
20250603 013000,-0.000256,-0.000070,0.000509,45.076115,-1.935592,19.456608,16.284056,-0.670134,-1.079055,0.571429,0.119048,3.250000,1.250000,21457.250000
20250603 014500,-0.000151,0.000245,0.000577,43.925242,-1.150873,19.370421,15.788737,-0.784578,-0.311844,0.164384,0.027397,14.750000,0.500000,21454.000000
20250603 020000,0.000489,0.000641,0.000044,48.500103,4.574861,18.843963,15.294377,-0.061297,-0.892944,0.812500,0.895833,1.250000,1.000000,21464.500000
20250603 021500,-0.000792,-0.000291,0.000736,42.460116,-6.039986,19.676537,14.627943,-1.079270,1.201337,0.549180,0.303279,4.500000,9.250000,21447.500000
20250603 023000,0.000105,-0.000606,0.000525,43.463667,1.003550,19.967498,12.918367,-0.871821,0.629145,0.115789,0.400000,14.250000,6.750000,21449.750000
20250603 024500,0.000652,0.000303,-0.000206,49.379633,5.915967,20.059106,9.891632,0.447348,-0.036384,0.717647,0.800000,4.250000,1.750000,21463.750000
20250603 030000,0.000291,0.000746,-0.000537,51.804252,2.424619,19.608455,7.987989,1.444356,0.647015,0.363636,0.490909,7.000000,1.750000,21470.000000
20250603 031500,-0.000058,0.000198,-0.000483,51.275270,-0.528982,19.779280,7.864278,1.319256,1.661897,0.011364,0.420455,12.500000,9.250000,21468.750000
20250603 033000,-0.002612,-0.001622,0.002030,34.351848,-16.923423,23.295046,12.687414,-3.425639,3.512907,0.818841,0.119565,4.250000,8.250000,21412.750000
20250603 034500,0.000654,-0.001073,0.001281,39.709265,5.357418,24.541828,13.946460,-1.968241,2.026959,0.329193,0.335404,26.750000,0.250000,21426.750000
20250603 040000,0.000560,-0.001165,0.000652,43.932833,4.223568,24.020983,13.942494,-1.002331,0.172490,0.695652,0.826087,3.000000,2.250000,21438.750000
20250603 041500,-0.000968,-0.002425,0.001525,38.863071,-5.069762,25.019484,15.757592,-2.072810,1.000863,0.572368,0.296053,5.000000,11.250000,21418.000000
20250603 043000,-0.000152,-0.002518,0.001616,38.121055,-0.742016,25.071664,17.504178,-1.976671,0.899958,0.155340,0.601942,6.250000,15.500000,21414.750000
20250603 044500,0.001307,0.001400,0.000258,47.433151,9.312095,25.477259,17.225395,-0.321473,0.764340,0.902439,0.943089,1.750000,1.250000,21442.750000
20250603 050000,0.000047,0.000793,0.000170,47.735659,0.302508,24.836027,16.966783,-0.214389,-0.124690,0.045455,0.712121,4.750000,11.000000,21443.750000
20250603 051500,0.000385,0.000618,-0.000231,50.277878,2.542219,24.526310,16.803757,0.294577,-0.016543,0.426829,0.780488,4.500000,7.250000,21452.000000
20250603 053000,-0.000361,0.001225,0.000120,47.919816,-2.358061,24.524431,16.809614,-0.153186,-0.141022,0.336735,0.540816,3.000000,13.250000,21444.250000
20250603 054500,0.000792,0.002169,-0.000648,53.114387,5.194571,24.683400,17.085703,0.813546,-0.288279,0.654206,0.859813,3.750000,5.500000,21461.250000
20250603 060000,-0.000478,0.000385,-0.000177,49.883696,-3.230691,24.456015,17.044661,0.222210,0.280208,0.488372,0.372093,3.000000,8.000000,21451.000000
20250603 061500,-0.000373,-0.000035,0.000150,47.457431,-2.426265,24.637728,16.684180,-0.193297,0.319571,0.296296,0.250000,12.250000,6.750000,21443.000000
20250603 063000,0.000653,0.000233,-0.000503,51.869318,4.411887,24.127890,16.676007,0.646887,-0.771626,0.771429,0.942857,1.000000,3.000000,21457.000000
20250603 064500,0.000850,0.001445,-0.001303,56.944601,5.075282,23.886612,17.778832,1.573500,0.602764,0.867470,0.939759,1.250000,1.500000,21475.250000
20250603 070000,0.000873,0.001525,-0.002105,61.443060,4.498460,24.626854,20.204888,2.239557,0.335401,0.562044,0.992701,0.250000,14.750000,21494.000000
20250603 071500,0.000523,0.002526,-0.002493,63.881447,2.438386,24.742793,23.652362,2.266687,1.266292,0.390476,0.809524,5.000000,11.000000,21505.250000
20250603 073000,0.000384,0.003282,-0.002727,65.599553,1.718107,24.064737,27.211108,2.156288,-0.123468,0.688525,1.000000,0.000000,4.750000,21513.500000
20250603 074500,0.000534,0.003164,-0.003118,67.892307,2.292754,24.631541,31.197904,2.151186,1.120161,0.367187,0.664062,10.750000,9.500000,21525.000000
20250603 080000,0.000105,0.002418,-0.003089,68.336954,0.444647,24.425717,34.617012,1.921021,0.036634,0.126437,0.793103,4.500000,14.500000,21527.250000
20250603 081500,-0.000081,0.001464,-0.002876,67.553356,-0.783598,24.645308,37.372640,1.656626,0.711176,0.081818,0.490909,11.750000,13.500000,21525.500000
20250603 083000,0.000673,0.001615,-0.003252,70.565081,3.011725,25.152786,38.973757,1.797363,1.728107,0.496063,0.889764,3.500000,12.500000,21540.000000
20250603 084500,-0.001429,-0.000198,-0.001635,58.222683,-12.342399,25.891873,38.546733,0.912529,1.855234,0.887324,0.084507,1.000000,3.000000,21509.250000
20250603 090000,0.001173,0.000441,-0.002584,63.818876,5.596193,26.453168,39.788148,1.398344,2.104643,0.733333,0.933333,2.250000,6.750000,21534.500000
20250603 091500,0.000035,0.000372,-0.002346,63.973246,0.154370,26.224370,39.019138,1.294877,1.840374,0.010753,0.505376,11.500000,11.500000,21535.250000
20250603 093000,0.000511,0.000964,-0.002550,66.247808,2.274563,26.154772,37.731999,1.456324,2.912087,0.415842,0.534653,11.750000,3.000000,21546.250000
20250603 094500,0.000812,0.001102,-0.003079,69.542379,3.294570,30.429431,39.136891,1.696609,4.313330,0.194767,0.627907,32.000000,37.250000,21563.750000
20250603 100000,0.001437,0.003967,-0.004161,74.323604,4.781225,31.720186,42.489808,2.114625,2.096018,0.644330,0.768041,11.250000,6.000000,21594.750000
20250603 101500,0.000521,0.003315,-0.004323,75.807809,1.484205,35.240173,46.013408,2.029843,2.266416,0.141975,0.598765,32.500000,37.000000,21606.000000
20250603 103000,0.000706,0.003985,-0.004616,77.690391,1.882582,34.990875,48.944522,2.039043,0.951892,0.488189,0.763780,7.500000,8.750000,21621.250000
20250603 104500,-0.000428,0.003047,-0.003841,73.932282,-3.758109,35.152241,50.670657,1.638276,0.699543,0.248322,0.751678,0.000000,28.000000,21612.000000
20250603 110000,0.002265,0.004500,-0.005610,79.570062,5.637780,36.480652,54.995709,2.209491,0.926483,0.897674,0.944186,3.000000,2.500000,21661.000000
20250603 111500,0.000092,0.003156,-0.005194,79.762452,0.192390,35.642749,56.575639,1.988709,0.727733,0.080808,0.424242,14.250000,8.500000,21663.000000
20250603 113000,0.000415,0.003050,-0.005111,80.645712,0.883261,35.311124,58.193721,1.903341,0.512715,0.298387,0.524194,14.750000,7.000000,21672.000000
20250603 114500,0.000323,0.002667,-0.004962,81.328295,0.682583,34.396043,60.053575,1.791317,0.087452,0.311111,0.777778,5.000000,10.500000,21679.000000
20250603 120000,0.000254,0.003349,-0.004775,81.869349,0.541054,34.296326,62.090841,1.667718,0.080663,0.166667,0.886364,3.750000,23.750000,21684.500000
20250603 121500,0.000265,0.001349,-0.004613,82.442168,0.572819,33.150160,63.878870,1.566246,-0.247733,0.315068,0.821918,3.250000,9.250000,21690.250000
20250603 123000,0.000876,0.002133,-0.005033,84.216658,1.774490,32.532291,66.326582,1.647341,0.038815,0.785714,0.806122,4.750000,0.500000,21709.250000
20250603 124500,0.001208,0.002926,-0.005750,86.279777,2.063119,33.065699,70.181660,1.780914,0.222178,0.643750,0.718750,11.250000,3.000000,21735.500000
20250603 130000,0.000104,0.002706,-0.005369,86.443351,0.163574,31.971721,72.646588,1.606579,-0.584988,0.112676,0.436620,10.000000,5.750000,21737.750000
20250603 131500,0.000149,0.002602,-0.005022,86.690189,0.246838,30.598741,73.651921,1.482480,-0.620246,0.215686,0.745098,3.250000,6.750000,21741.000000
20250603 133000,0.000184,0.002521,-0.004734,87.003832,0.313643,29.788116,74.422018,1.383159,-0.395373,0.220779,0.233766,14.750000,0.250000,21745.000000
20250603 134500,-0.000460,0.001185,-0.003757,81.813291,-5.190541,29.338965,70.435360,1.159219,-0.425501,0.436170,0.404255,3.750000,9.500000,21735.000000
20250603 140000,-0.000794,-0.000817,-0.002543,73.650753,-8.162538,29.136182,66.168652,0.834799,-0.502965,0.669811,0.075472,6.750000,2.000000,21717.750000
20250603 141500,-0.002986,-0.003906,0.000711,52.483673,-21.167080,33.197883,59.484158,-0.258892,1.413696,0.758721,0.200581,3.500000,17.250000,21653.000000
20250603 143000,0.002111,-0.001945,-0.001047,61.010177,8.526505,35.130177,52.728070,0.430985,-0.292604,0.759336,0.966805,2.000000,12.500000,21698.750000
20250603 144500,0.000392,-0.001738,-0.001108,62.361542,1.351364,34.103022,46.338267,0.519009,-0.819980,0.421687,0.927711,1.500000,10.500000,21707.250000
20250603 150000,0.000161,-0.001116,-0.001002,62.931263,0.569722,33.381377,41.956823,0.518390,-1.056306,0.156250,0.843750,3.750000,16.500000,21710.750000
20250603 151500,-0.000518,-0.000841,-0.000268,59.798069,-3.133194,32.979136,37.410986,0.155703,-0.614469,0.405405,0.315315,7.750000,8.750000,21699.500000
20250603 153000,0.000622,0.002767,-0.000679,62.228331,2.430261,31.980626,33.688878,0.437459,-1.018785,0.736842,0.855263,2.750000,2.250000,21713.000000
20250603 154500,-0.001164,-0.000507,0.000659,55.473646,-6.754685,32.035582,27.460153,-0.520755,-0.531684,0.770992,0.160305,2.250000,5.250000,21687.750000
20250603 160000,0.000772,-0.000127,-0.000013,58.677972,3.204326,34.086611,25.794852,0.010661,3.412528,0.279835,0.650206,21.250000,22.500000,21704.500000
20250603 161500,-0.001106,-0.001394,0.001135,52.813297,-5.864675,34.473282,24.653144,-0.997844,-0.080487,0.607595,0.360759,1.250000,14.250000,21680.500000
20250603 163000,-0.000415,-0.001291,0.001549,50.764292,-2.049005,33.082333,24.686927,-1.360031,-1.483866,0.600000,0.333333,1.000000,5.000000,21671.500000
20250603 164500,0.001406,-0.000507,0.000195,56.871050,6.106758,33.451452,23.970803,-0.176256,-1.205783,0.797386,0.888889,4.250000,3.500000,21702.000000
20250603 170000,-0.000645,0.000012,0.000848,53.585624,-3.285426,32.240634,23.823885,-0.772334,-1.289361,0.772727,0.151515,1.250000,2.500000,21688.000000
20250603 181500,0.000599,-0.000161,0.000274,56.120530,2.534906,31.652018,23.573406,-0.251873,-1.244611,0.531250,0.708333,7.000000,4.250000,21701.000000
20250603 183000,0.000530,0.001475,-0.000249,58.290641,2.170111,30.909016,23.599974,0.228814,-1.144862,0.482353,0.811765,4.000000,7.000000,21712.500000
20250603 184500,0.000000,0.001890,-0.000302,58.290641,0.000000,29.665515,22.732493,0.288134,-1.053795,0.074074,0.333333,8.000000,4.500000,21712.500000
20250603 190000,-0.000138,0.000346,-0.000229,57.431307,-0.859334,28.314407,21.560130,0.230170,-1.021702,0.418605,0.232558,3.750000,2.500000,21709.500000
20250603 191500,0.000127,0.001118,-0.000421,58.041932,0.610625,28.363378,19.981773,0.457917,-0.851341,0.086207,0.758621,7.000000,19.500000,21712.250000
20250603 193000,0.000035,0.000553,-0.000530,58.217962,0.176030,27.283851,17.715283,0.649157,-0.883288,0.094340,0.566038,5.750000,6.250000,21713.000000
20250603 194500,-0.000426,-0.000403,-0.000176,55.145094,-3.072869,26.781433,15.985320,0.238500,-0.761008,0.481481,0.271605,5.000000,5.500000,21703.750000
20250603 200000,0.000058,-0.000345,-0.000263,55.487016,0.341922,26.189902,15.509392,0.367519,-0.706735,0.094595,0.594595,7.500000,9.250000,21705.000000
20250603 201500,-0.000346,-0.000553,0.000186,52.882285,-2.604731,26.837052,11.338789,-0.354976,-0.502344,0.219858,0.163121,21.750000,5.750000,21697.500000
20250603 203000,0.000219,-0.000461,-0.000025,54.344077,1.461792,25.670120,11.321605,0.048580,-0.620791,0.404762,0.642857,3.750000,2.500000,21702.250000
20250603 204500,0.000357,-0.000138,-0.000376,56.704227,2.360150,25.086540,11.404570,0.715722,-0.526069,0.428571,0.785714,3.750000,6.250000,21710.000000
20250603 210000,-0.000530,-0.000242,0.000126,52.377421,-4.326807,24.723215,11.237187,-0.242498,-0.473223,0.612500,0.112500,5.500000,2.250000,21698.500000
20250603 211500,0.000484,0.000184,-0.000336,55.701114,3.323694,23.921557,11.354404,0.642922,-0.417302,0.740741,0.888889,1.500000,2.000000,21709.000000
20250603 213000,-0.000138,0.000392,-0.000214,54.530103,-1.171011,22.980732,11.105854,0.418698,-0.391001,0.232558,0.558139,2.250000,6.000000,21706.000000
20250603 214500,-0.000357,-0.000184,0.000167,51.517008,-3.013096,22.410679,10.690972,-0.339071,-0.306580,0.633333,0.366667,0.000000,5.500000,21698.250000
20250603 220000,-0.000784,-0.001325,0.000898,45.568921,-5.948086,23.113488,11.570241,-1.682117,0.061732,0.534884,0.286822,5.750000,9.250000,21681.250000
20250603 221500,-0.000392,-0.001187,0.001272,42.901719,-2.667203,22.641096,12.344559,-2.233778,0.365775,0.590909,0.318182,1.500000,5.250000,21672.750000
20250603 223000,0.000173,-0.001498,0.001111,44.446599,1.544881,21.827446,11.796742,-2.040818,-0.733470,0.377778,0.866667,1.500000,5.500000,21676.500000
20250603 224500,0.000277,-0.001083,0.000789,46.921159,2.474560,21.339772,12.427641,-1.375965,0.610936,0.416667,0.766667,3.500000,5.250000,21682.500000
20250603 230000,-0.000427,-0.001153,0.001182,43.690096,-3.231064,20.815502,13.486677,-1.899096,-1.000873,0.660714,0.017857,4.500000,0.250000,21673.250000
20250603 231500,0.000288,-0.000081,0.000844,46.376992,2.686896,20.007252,14.115655,-1.295547,-1.302082,0.657895,0.815789,1.750000,1.500000,21679.500000
20250603 233000,-0.000173,0.000138,0.000932,44.989864,-1.387129,19.346020,14.468414,-1.396145,-1.017587,0.302326,0.302326,4.250000,3.250000,21675.750000
20250603 234500,0.000000,-0.000035,0.000847,44.989864,0.000000,18.589161,14.583054,-1.259167,-0.886990,0.057143,0.657143,3.000000,5.250000,21675.750000
20250604 000000,0.000196,-0.000115,0.000583,47.070697,2.080834,17.654221,14.443311,-0.874972,-1.580877,0.727273,0.863636,0.750000,0.750000,21680.000000
20250604 001500,0.000634,0.000945,-0.000094,53.234123,6.163426,17.982491,13.732551,0.148370,-0.061813,0.640449,0.932584,1.500000,6.500000,21693.750000
20250604 003000,-0.000104,0.000553,-0.000040,52.163692,-1.070431,17.251599,12.836344,0.067192,-0.857786,0.387097,0.387097,1.750000,3.000000,21691.500000
20250604 004500,-0.000403,0.000323,0.000315,48.112035,-4.051657,16.894342,12.577081,-0.543648,-1.185843,0.632653,0.285714,1.000000,3.500000,21682.750000
20250604 010000,-0.000208,0.000115,0.000461,46.127698,-1.984336,16.366174,12.285917,-0.813940,-1.288377,0.473684,0.131579,3.750000,1.250000,21678.250000
20250604 011500,0.000346,0.000265,0.000088,49.840870,3.713171,16.143591,12.109210,-0.157938,-0.727814,0.584906,0.924528,1.000000,4.500000,21685.750000
20250604 013000,0.000242,-0.000127,-0.000180,52.318367,2.477498,16.061906,11.671921,0.334135,-0.838068,0.333333,1.000000,0.000000,10.000000,21691.000000
20250604 014500,-0.000173,-0.000196,-0.000059,50.403322,-1.915045,15.646769,10.426911,0.123479,-0.364622,0.243902,0.195122,5.750000,2.000000,21687.250000
20250604 020000,0.000357,0.000565,-0.000425,54.139430,3.736108,15.279143,10.242764,0.899415,-0.835135,0.738095,1.000000,0.000000,2.750000,21695.000000
20250604 021500,0.000726,0.001498,-0.001146,60.630167,6.490737,15.634204,10.446142,2.381262,1.899218,0.775000,0.775000,4.500000,0.000000,21710.750000
20250604 023000,-0.000956,0.000196,-0.000227,50.491224,-10.138943,16.338904,9.438320,0.521809,1.004873,0.823529,0.156863,0.500000,4.000000,21690.000000
20250604 024500,-0.000069,-0.000115,-0.000180,49.842350,-0.648874,16.368268,8.986196,0.435390,0.699938,0.044776,0.492537,7.750000,8.250000,21688.500000
20250604 030000,0.000115,0.000173,-0.000273,50.973217,1.130866,16.484820,9.056110,0.654254,0.653807,0.097222,0.388889,11.000000,5.250000,21691.000000
20250604 031500,-0.000415,-0.000599,0.000163,46.875802,-4.097415,17.093047,8.641569,-0.409358,2.557553,0.390000,0.300000,7.750000,7.500000,21682.000000
20250604 033000,0.000703,-0.000622,-0.000492,53.671419,6.795617,17.354258,8.739315,1.221491,1.007262,0.771084,0.987952,0.250000,4.500000,21697.250000
20250604 034500,-0.000138,0.000196,-0.000327,52.255290,-1.416129,17.078954,8.839993,0.801754,0.580862,0.222222,0.148148,8.500000,2.000000,21694.250000
20250604 040000,0.001209,0.001474,-0.001426,61.762306,9.507016,17.930457,10.883732,2.845990,1.145902,0.810345,0.939655,1.750000,3.750000,21720.500000
20250604 041500,0.001139,0.002498,-0.002411,68.193177,6.430871,18.738996,16.058852,3.265333,3.011367,0.846154,0.957265,1.250000,3.250000,21745.250000
20250604 043000,-0.000748,0.002165,-0.001543,60.945742,-7.247435,18.989782,17.370035,1.930048,1.401543,0.730337,0.112360,3.500000,2.500000,21729.000000
20250604 044500,0.000173,0.001635,-0.001584,61.950711,1.004969,18.704798,18.536805,1.857116,1.193353,0.283333,0.483333,7.750000,3.000000,21732.750000
20250604 050000,-0.000713,0.001060,-0.000786,55.583948,-6.366763,18.975884,18.473270,0.923632,0.450535,0.700000,0.155556,3.250000,3.500000,21717.250000
20250604 051500,0.000403,0.000253,-0.001114,58.195827,2.611879,19.013320,19.232882,1.258262,0.871848,0.410256,0.448718,10.750000,0.750000,21726.000000
20250604 053000,0.000230,-0.000656,-0.001253,59.655787,1.459960,18.655226,20.083093,1.355618,-0.194044,0.392857,0.696429,4.250000,4.250000,21731.000000
20250604 054500,0.000575,0.000667,-0.001687,63.123154,3.467367,18.840567,21.234535,1.727728,0.238837,0.588235,0.905882,2.000000,6.750000,21743.500000
20250604 060000,-0.000333,0.000161,-0.001221,59.907197,-3.215957,18.405527,21.095805,1.257951,-0.482184,0.627451,0.254902,1.500000,3.250000,21736.250000
20250604 061500,0.000678,0.001553,-0.001748,63.933148,4.025951,19.287275,22.156531,1.716198,1.511696,0.463415,0.609756,12.000000,4.500000,21751.000000
20250604 063000,-0.001035,0.000115,-0.000628,54.880148,-9.053000,20.231041,21.801433,0.626106,1.102126,0.669231,0.253846,2.500000,8.250000,21728.500000
20250604 064500,0.000104,-0.000012,-0.000632,55.557861,0.677713,19.678824,21.097971,0.650536,-0.847159,0.140000,0.880000,1.500000,9.250000,21730.750000
20250604 070000,0.000897,0.000310,-0.001401,61.022144,5.464282,19.773193,21.643312,1.407479,-0.029157,0.904762,0.964286,0.750000,1.250000,21750.250000
20250604 071500,-0.000379,0.000265,-0.000950,57.785033,-3.237111,19.575108,22.058502,0.936147,0.739439,0.441176,0.338235,3.750000,5.750000,21742.000000
20250604 073000,-0.000483,-0.000897,-0.000372,53.868305,-3.916728,19.409029,20.935183,0.385714,-0.626190,0.594203,0.246377,2.750000,4.250000,21731.500000
20250604 074500,0.000575,0.000713,-0.000819,57.556584,3.688279,19.236955,19.767650,0.900461,-0.794863,0.750000,0.985294,0.250000,4.000000,21744.000000
20250604 080000,0.000138,0.000748,-0.000828,58.415890,0.859306,18.791459,18.509457,0.972476,-0.664065,0.211538,0.307692,9.000000,1.250000,21747.000000
20250604 081500,0.000586,0.000437,-0.001235,61.942454,3.526564,18.895640,16.257782,1.652286,1.794785,0.580247,0.641975,7.250000,1.250000,21759.750000
20250604 083000,-0.003695,-0.002879,0.002422,39.332639,-22.609815,25.010237,18.507769,-2.836647,4.250572,0.762836,0.237164,0.000000,24.250000,21679.500000
20250604 084500,0.000231,-0.002165,0.002168,40.782963,1.450324,25.384506,19.592326,-2.399536,1.282491,0.107438,0.239669,23.000000,4.000000,21684.500000
20250604 090000,0.001106,-0.001634,0.001032,47.295943,6.512981,25.553470,20.097617,-1.115182,0.793170,0.855856,0.864865,3.750000,0.250000,21708.500000
20250604 091500,0.000138,-0.001634,0.000816,48.064877,0.768934,24.960365,20.239334,-0.875770,0.226158,0.115942,0.695652,5.250000,10.000000,21711.500000
20250604 093000,0.000645,-0.001575,0.000163,51.612745,3.547867,25.748910,20.255647,-0.175260,1.841202,0.375000,0.604167,14.250000,8.250000,21725.500000
20250604 094500,0.001426,0.003545,-0.001207,58.390918,6.778174,29.373988,21.115675,1.243744,3.986100,0.401961,0.519608,36.750000,9.000000,21756.500000
20250604 100000,-0.000115,0.003200,-0.001008,57.689078,-0.701840,30.990132,21.501032,1.019718,1.825146,0.043269,0.375000,30.250000,19.500000,21754.000000
20250604 101500,-0.001967,0.000127,0.000925,47.233976,-10.455102,36.847980,21.945141,-0.915351,2.858679,0.332542,0.667458,0.000000,70.250000,21711.250000
20250604 103000,0.001473,0.001461,-0.000520,53.960137,6.726161,37.840981,22.097596,0.511368,1.409866,0.630542,0.940887,3.000000,15.750000,21743.250000
20250604 104500,-0.000851,-0.000035,0.000288,49.992565,-3.967571,38.602340,21.985148,-0.284851,0.732039,0.386598,0.304124,15.000000,14.750000,21724.750000
20250604 110000,0.001667,0.000207,-0.001321,56.709422,6.716856,40.041458,22.921742,1.254268,0.445364,0.600000,0.944681,3.250000,20.250000,21761.000000
20250604 111500,0.000517,0.000839,-0.001788,58.569293,1.859872,39.252783,24.221875,1.607534,0.363327,0.387931,0.577586,12.250000,5.500000,21772.250000
20250604 113000,-0.000804,0.002002,-0.000925,54.636993,-3.932300,38.288298,24.633247,0.816985,0.119291,0.669903,0.038835,7.500000,1.000000,21754.750000
20250604 114500,-0.000655,-0.000126,-0.000248,51.599049,-3.037945,38.660562,24.648209,0.218576,0.313768,0.333333,0.206897,20.000000,9.000000,21740.500000
20250604 120000,0.000632,0.001357,-0.000871,54.242826,2.643777,38.024094,24.786069,0.764038,0.056285,0.478992,0.588235,12.250000,3.250000,21754.250000
20250604 121500,-0.002025,-0.002335,0.001081,45.649828,-8.592997,38.950944,25.317965,-0.927207,0.093299,0.852941,0.083333,3.250000,4.250000,21710.250000
20250604 123000,0.000437,-0.002414,0.000616,47.580682,1.930854,38.472305,25.498465,-0.525032,-0.224606,0.286822,0.356589,20.750000,2.250000,21719.750000
20250604 124500,0.000667,-0.000943,-0.000074,50.472833,2.892151,37.367141,25.379051,0.063044,-0.442718,0.652174,0.934783,1.500000,6.500000,21734.250000
20250604 130000,0.000920,0.000632,-0.000976,54.224381,3.751548,36.590916,25.631947,0.828556,-0.534816,0.792453,0.858491,3.750000,1.750000,21754.250000
20250604 131500,0.000839,0.000839,-0.001784,57.395687,3.171306,35.691565,26.434991,1.469643,-0.633014,0.760417,0.822917,4.250000,1.500000,21772.500000
20250604 133000,0.000069,0.002932,-0.001636,57.655354,0.259666,34.285025,24.724039,1.440905,-0.791747,0.062500,0.515625,7.750000,7.250000,21774.000000
20250604 134500,-0.000046,0.002449,-0.001387,57.404166,-0.251188,33.889666,22.505916,1.341869,-0.538396,0.026087,0.643478,9.500000,18.500000,21773.000000
20250604 140000,0.000597,0.002378,-0.001805,59.852898,2.448733,32.968975,22.934431,1.714671,-0.882797,0.619048,0.773809,4.750000,3.250000,21786.000000
20250604 141500,0.000034,0.001493,-0.001667,59.995782,0.142884,32.167620,23.027548,1.576916,-0.398903,0.045977,0.413793,12.750000,8.000000,21786.750000
20250604 143000,0.000424,0.001079,-0.001929,61.801460,1.805678,31.316361,24.301141,1.729857,-0.869641,0.432099,0.901235,2.000000,9.500000,21796.000000
20250604 144500,0.000126,0.001136,-0.001958,62.345619,0.544159,30.365193,26.192687,1.629271,-0.740395,0.166667,0.763889,4.250000,10.750000,21798.750000
20250604 150000,-0.000734,0.000448,-0.001159,57.236738,-5.108881,30.214108,26.820756,0.940969,-0.472373,0.584071,0.389381,0.750000,11.000000,21782.750000
20250604 151500,0.000448,0.000298,-0.001419,59.419024,2.182286,29.716671,25.632877,1.206458,-0.813735,0.408602,0.752688,5.750000,8.000000,21792.500000
20250604 153000,-0.000356,-0.000092,-0.000969,56.932005,-2.487019,28.629766,25.744951,0.819578,-1.261691,0.534483,0.396552,1.000000,5.750000,21784.750000
20250604 154500,-0.000195,-0.000711,-0.000646,55.558667,-1.373338,28.709783,24.363250,0.577201,0.171992,0.126050,0.571429,9.000000,17.000000,21780.500000
20250604 160000,-0.001045,-0.001883,0.000392,48.775950,-6.782717,29.659084,24.409770,-0.349245,3.725857,0.553571,0.226190,9.250000,9.500000,21757.750000
